customer_id,age,gender,item_purchased,category,purchase_amount,location,size,color,season,review_rating,subscription_status,shipping_type,discount_applied,previous_purchases,payment_method,frequency_of_purchases,age_group,purchase_frequency_days
408,29,Male,Leggings,Clothing,2482,Velachery,M,Gray,Festive,3.2,No,Free Shipping,No,28,UPI,Weekly,Young Adult,7
409,66,Male,Jeans,Clothing,8322,T Nagar,XXL,Beige,Spring,1.3,Yes,Express,No,0,Net Banking,Occasionally,Senior,90
410,39,Female,Kurti,Clothing,2534,Madipakkam,S,Yellow,Spring,3.7,No,Free Shipping,Yes,16,Cash,Occasionally,Adult,90
411,25,Male,Skirt,Clothing,1947,Tambaram,L,Orange,Monsoon,2.7,No,Free Shipping,Yes,27,UPI,Monthly,Young Adult,30
412,29,Other,Pajamas,Clothing,6429,Tambaram,M,Orange,Spring,3.7,No,Standard,No,3,Net Banking,Occasionally,Young Adult,90
413,41,Female,Blazer,Clothing,5589,Ambattur,L,Orange,Festive,4.5,Yes,Express,Yes,20,Credit Card,Fortnightly,Adult,14
414,61,Female,Shirt,Clothing,4576,Anna Nagar,S,Brown,Spring,1.9,Yes,Express,Yes,38,Credit Card,Weekly,Senior,7
415,33,Female,Pajamas,Clothing,9302,Thiruvanmiyur,XL,Yellow,Summer,2.9,No,Standard,No,22,UPI,Fortnightly,Adult,14
416,17,Female,Cap,Clothing,773,Royapettah,L,White,Festive,3.6,Yes,Express,No,2,Cash,Fortnightly,Young Adult,14
417,16,Other,Kurti,Clothing,2804,Madipakkam,S,Brown,Monsoon,2.3,No,Express,Yes,14,Debit Card,Occasionally,Young Adult,90
418,21,Male,Cap,Clothing,4622,Guindy,S,White,Winter,2.9,No,Standard,Yes,32,Credit Card,Occasionally,Young Adult,90
419,58,Female,Scarf,Clothing,3748,Mylapore,S,Maroon,Summer,2.1,No,Express,Yes,24,Net Banking,Fortnightly,Senior,14
420,65,Female,Jacket,Clothing,5519,Chromepet,XL,White,Winter,2.9,Yes,Express,Yes,38,Net Banking,Monthly,Senior,30
421,23,Female,Saree,Clothing,9963,Washermenpet,XXL,Purple,Summer,3.4,Yes,Free Shipping,No,21,Debit Card,Monthly,Young Adult,30
422,39,Female,Jacket,Clothing,9031,Anna Nagar,L,Gray,Summer,2.1,No,Free Shipping,No,8,UPI,Fortnightly,Adult,14
423,23,Female,Hoodie,Clothing,862,Royapettah,XS,Navy,Festive,4.4,No,Express,No,29,Cash,Occasionally,Young Adult,90
424,56,Male,T-shirt,Clothing,3834,Anna Nagar,S,Green,Winter,1.4,No,Free Shipping,Yes,9,Credit Card,Fortnightly,Middle-Aged,14
425,22,Male,Kurti,Clothing,626,Madipakkam,S,White,Summer,3.5,Yes,Free Shipping,No,11,Credit Card,Occasionally,Young Adult,90
426,41,Other,Blazer,Clothing,4281,Washermenpet,XXL,Blue,Festive,3.8,Yes,Free Shipping,No,38,Debit Card,Monthly,Adult,30
427,61,Male,Shorts,Clothing,1555,Adyar,XS,Orange,Monsoon,1.3,No,Free Shipping,No,6,Net Banking,Fortnightly,Senior,14
428,65,Female,Kurti,Clothing,3080,Washermenpet,XL,Beige,Spring,4.3,Yes,Standard,Yes,9,Cash,Monthly,Senior,30
429,32,Female,Scarf,Clothing,6115,Chromepet,XL,Blue,Winter,1.9,Yes,Standard,No,11,Net Banking,Weekly,Adult,7
430,64,Other,Scarf,Clothing,9687,Ambattur,XS,Olive,Festive,4.3,Yes,Express,Yes,30,Cash,Weekly,Senior,7
431,52,Female,Dress,Clothing,8006,Egmore,XXL,Green,Summer,2.8,No,Free Shipping,No,2,Debit Card,Monthly,Middle-Aged,30
432,57,Female,Leggings,Clothing,7207,Royapettah,L,Pink,Spring,1.4,Yes,Free Shipping,Yes,28,Credit Card,Monthly,Senior,30
433,64,Female,T-shirt,Clothing,9395,Adyar,L,Navy,Summer,4.3,Yes,Standard,No,25,Debit Card,Weekly,Senior,7
434,56,Male,Blazer,Clothing,3184,Saidapet,XXL,Gray,Festive,1.8,No,Standard,No,8,Credit Card,Monthly,Middle-Aged,30
435,26,Male,Dress,Clothing,4407,Tambaram,XL,Black,Monsoon,2.4,No,Free Shipping,No,21,Cash,Occasionally,Young Adult,90
436,57,Male,Scarf,Clothing,4838,Kodungaiyur,XL,Black,Monsoon,5.0,No,Express,Yes,6,Debit Card,Fortnightly,Senior,14
437,56,Female,Shirt,Clothing,1370,Thiruvanmiyur,XS,White,Monsoon,1.4,No,Standard,Yes,37,Credit Card,Fortnightly,Middle-Aged,14
438,61,Female,Jeans,Clothing,2771,Kodungaiyur,XXL,Teal,Spring,1.7,Yes,Free Shipping,No,9,Wallet,Weekly,Senior,7
439,62,Male,Top,Clothing,8828,Madipakkam,L,Orange,Monsoon,5.0,Yes,Standard,Yes,15,Net Banking,Occasionally,Senior,90
440,27,Other,Skirt,Clothing,8084,Tambaram,M,Orange,Festive,3.2,No,Express,Yes,28,Net Banking,Monthly,Young Adult,30
441,67,Female,Cap,Clothing,1030,Nungambakkam,XL,Yellow,Spring,1.0,Yes,Express,No,37,Cash,Weekly,Senior,7
442,49,Male,Hoodie,Clothing,2806,Saidapet,S,Black,Monsoon,4.2,No,Free Shipping,No,33,Net Banking,Monthly,Middle-Aged,30
443,60,Other,Scarf,Clothing,4487,Nungambakkam,L,Beige,Summer,3.3,No,Free Shipping,No,18,Credit Card,Fortnightly,Senior,14
444,23,Female,Sweater,Clothing,7689,T Nagar,XXL,Pink,Festive,3.5,No,Express,Yes,2,UPI,Fortnightly,Young Adult,14
445,66,Female,Top,Clothing,454,Perambur,XL,Green,Summer,1.4,No,Standard,No,10,Wallet,Monthly,Senior,30
446,47,Other,Cap,Clothing,6566,Egmore,S,Olive,Spring,2.0,Yes,Standard,Yes,34,Credit Card,Weekly,Middle-Aged,7
447,50,Other,T-shirt,Clothing,8149,Nungambakkam,XS,Purple,Summer,1.9,No,Express,Yes,6,Debit Card,Weekly,Middle-Aged,7
448,18,Other,Formal Pants,Clothing,477,Mylapore,XS,Pink,Monsoon,1.4,No,Express,No,31,Net Banking,Fortnightly,Young Adult,14
449,33,Male,Blazer,Clothing,8917,Kodungaiyur,XXL,Maroon,Summer,1.6,Yes,Standard,Yes,39,Debit Card,Weekly,Adult,7
450,16,Other,Tracksuit,Clothing,6886,Adyar,M,Orange,Monsoon,1.0,No,Express,No,31,Cash,Occasionally,Young Adult,90
451,47,Female,Saree,Clothing,6795,Thiruvanmiyur,M,Purple,Spring,2.0,No,Express,Yes,28,Net Banking,Monthly,Middle-Aged,30
452,19,Female,Kurti,Clothing,7464,Royapettah,M,Navy,Monsoon,1.9,Yes,Express,No,17,Credit Card,Monthly,Young Adult,30
453,63,Female,T-shirt,Clothing,7386,Kodungaiyur,XL,Yellow,Spring,4.8,No,Free Shipping,No,38,Net Banking,Monthly,Senior,30
454,58,Female,Blazer,Clothing,676,Thiruvanmiyur,XS,Gray,Monsoon,4.5,Yes,Standard,No,4,Wallet,Fortnightly,Senior,14
455,63,Male,Kurti,Clothing,5159,Washermenpet,XL,Gray,Festive,1.7,No,Express,Yes,20,Wallet,Fortnightly,Senior,14
456,46,Female,Hoodie,Clothing,8644,Guindy,XL,Black,Spring,4.8,No,Standard,No,38,Wallet,Occasionally,Middle-Aged,90
457,38,Male,Tracksuit,Clothing,9010,Anna Nagar,L,Brown,Spring,2.5,Yes,Standard,No,6,UPI,Occasionally,Adult,90
458,16,Female,Cap,Clothing,1068,Egmore,M,Black,Festive,1.4,No,Free Shipping,Yes,31,Credit Card,Fortnightly,Young Adult,14
459,56,Other,Shorts,Clothing,1150,Velachery,XS,Green,Spring,1.2,Yes,Express,No,19,Debit Card,Weekly,Middle-Aged,7
460,17,Other,T-shirt,Clothing,707,Velachery,M,Beige,Monsoon,2.0,No,Free Shipping,No,24,Cash,Weekly,Young Adult,7
461,27,Other,Chinos,Clothing,9511,Ambattur,XS,Purple,Winter,4.5,No,Free Shipping,No,24,Cash,Weekly,Young Adult,7
462,48,Female,Leggings,Clothing,4209,Chromepet,L,Gray,Summer,2.3,Yes,Standard,No,36,Wallet,Occasionally,Middle-Aged,90
463,16,Other,Dress,Clothing,7309,Mylapore,S,Blue,Monsoon,3.4,No,Express,No,6,Net Banking,Weekly,Young Adult,7
464,20,Male,Jacket,Clothing,4747,Nungambakkam,L,Maroon,Spring,3.9,No,Standard,Yes,6,Cash,Occasionally,Young Adult,90
465,58,Other,Shorts,Clothing,5816,Madipakkam,XXL,Green,Winter,2.6,Yes,Express,No,31,Credit Card,Monthly,Senior,30
466,53,Male,Sweater,Clothing,5207,Nungambakkam,M,Brown,Summer,2.8,No,Standard,No,5,Net Banking,Weekly,Middle-Aged,7
467,31,Male,Jacket,Clothing,1332,Guindy,XS,Yellow,Festive,3.2,Yes,Free Shipping,Yes,31,Net Banking,Fortnightly,Adult,14
468,17,Other,Jeans,Clothing,662,Madipakkam,L,Teal,Winter,3.0,Yes,Express,Yes,13,Net Banking,Monthly,Young Adult,30
469,63,Male,Shirt,Clothing,6084,Perambur,S,Gray,Spring,3.4,No,Express,No,28,UPI,Weekly,Senior,7
470,28,Female,Jeans,Clothing,1010,Kodungaiyur,L,Teal,Winter,4.2,Yes,Free Shipping,No,20,Net Banking,Monthly,Young Adult,30
471,28,Male,Leggings,Clothing,1880,Tambaram,M,Maroon,Summer,3.2,No,Express,No,34,Credit Card,Occasionally,Young Adult,90
472,22,Female,Scarf,Clothing,424,Royapettah,XXL,Maroon,Spring,3.6,Yes,Express,No,4,Wallet,Fortnightly,Young Adult,14
473,48,Female,Dress,Clothing,8583,T Nagar,L,Teal,Summer,3.4,Yes,Free Shipping,Yes,3,Wallet,Fortnightly,Middle-Aged,14
474,59,Other,Chinos,Clothing,9661,Madipakkam,S,Beige,Spring,3.5,No,Standard,No,30,Debit Card,Fortnightly,Senior,14
475,55,Male,Shorts,Clothing,8499,Chromepet,XS,Pink,Festive,3.4,No,Express,No,22,Credit Card,Weekly,Middle-Aged,7
476,54,Female,Scarf,Clothing,4316,Pallavaram,L,Purple,Festive,2.0,No,Express,No,11,Credit Card,Monthly,Middle-Aged,30
477,65,Other,Pajamas,Clothing,8978,Anna Nagar,XXL,Brown,Festive,4.1,No,Express,Yes,11,Credit Card,Weekly,Senior,7
478,53,Other,Skirt,Clothing,6203,T Nagar,M,Beige,Summer,4.7,Yes,Express,No,13,Net Banking,Monthly,Middle-Aged,30
479,44,Male,Shorts,Clothing,2479,Saidapet,S,Red,Winter,1.9,No,Standard,Yes,30,Debit Card,Occasionally,Middle-Aged,90
480,40,Other,Cap,Clothing,6517,Egmore,XS,Black,Monsoon,1.4,Yes,Express,Yes,12,Debit Card,Monthly,Adult,30
481,36,Male,Formal Pants,Clothing,6059,Anna Nagar,S,Pink,Monsoon,2.0,Yes,Standard,Yes,30,Debit Card,Occasionally,Adult,90
482,17,Male,Sweater,Clothing,3547,Royapettah,XXL,Blue,Monsoon,4.3,Yes,Free Shipping,No,8,Wallet,Monthly,Young Adult,30
483,19,Other,Chinos,Clothing,8621,Porur,XXL,Beige,Summer,2.0,Yes,Express,No,11,Wallet,Fortnightly,Young Adult,14
484,53,Female,Skirt,Clothing,7473,Ambattur,XS,Green,Festive,3.4,No,Standard,No,33,Credit Card,Monthly,Middle-Aged,30
485,57,Other,Sweater,Clothing,6187,Anna Nagar,XL,Olive,Spring,2.1,Yes,Express,Yes,27,Credit Card,Fortnightly,Senior,14
486,67,Male,Kurti,Clothing,7025,Chromepet,XL,Gray,Summer,1.8,Yes,Free Shipping,No,31,Wallet,Occasionally,Senior,90
487,57,Male,Skirt,Clothing,810,Kodungaiyur,M,Yellow,Winter,1.5,Yes,Express,Yes,32,Cash,Fortnightly,Senior,14
488,66,Male,Shorts,Clothing,8712,Anna Nagar,XS,Pink,Spring,3.2,No,Standard,No,11,Wallet,Occasionally,Senior,90
489,33,Female,Kurti,Clothing,6504,Mylapore,S,Olive,Monsoon,1.3,No,Express,No,12,Cash,Monthly,Adult,30
490,48,Female,Leggings,Clothing,1657,Thiruvanmiyur,S,Black,Winter,4.3,No,Free Shipping,Yes,2,UPI,Occasionally,Middle-Aged,90
491,29,Male,Blazer,Clothing,9417,Anna Nagar,M,Black,Festive,3.9,Yes,Standard,No,3,Cash,Occasionally,Young Adult,90
492,38,Male,Shirt,Clothing,7496,Madipakkam,XS,Green,Spring,4.3,Yes,Free Shipping,No,0,UPI,Weekly,Adult,7
493,65,Female,Hoodie,Clothing,5160,Kodungaiyur,XL,Navy,Spring,2.8,Yes,Standard,No,24,Wallet,Fortnightly,Senior,14
494,40,Female,Cap,Clothing,4802,Perambur,XXL,Gray,Festive,2.7,No,Express,Yes,29,Debit Card,Occasionally,Adult,90
495,62,Male,Tracksuit,Clothing,7998,Kodungaiyur,XXL,Yellow,Monsoon,1.3,No,Standard,Yes,39,Cash,Monthly,Senior,30
496,61,Female,Saree,Clothing,2145,Velachery,L,Orange,Spring,1.6,Yes,Standard,Yes,13,Wallet,Weekly,Senior,7
497,30,Male,Shorts,Clothing,8764,Royapettah,XS,Purple,Festive,2.0,No,Express,Yes,37,Cash,Weekly,Adult,7
498,38,Other,T-shirt,Clothing,1735,Perambur,XL,Navy,Festive,4.2,No,Standard,Yes,34,UPI,Fortnightly,Adult,14
499,46,Male,Dress,Clothing,2439,Mylapore,XXL,Gray,Monsoon,2.6,Yes,Standard,Yes,38,Debit Card,Fortnightly,Middle-Aged,14
500,42,Female,Formal Pants,Clothing,6469,Chromepet,XL,Teal,Spring,1.2,Yes,Express,Yes,31,Debit Card,Occasionally,Adult,90
501,40,Other,Tracksuit,Clothing,2172,Tambaram,XL,Navy,Spring,1.8,Yes,Express,Yes,37,Credit Card,Occasionally,Adult,90
502,47,Other,T-shirt,Clothing,6960,Royapettah,XL,Navy,Winter,2.7,No,Free Shipping,Yes,12,Cash,Occasionally,Middle-Aged,90
503,30,Other,T-shirt,Clothing,3675,Velachery,S,Teal,Festive,1.0,No,Standard,No,8,Wallet,Weekly,Adult,7
504,47,Other,Skirt,Clothing,466,Anna Nagar,XS,Orange,Spring,4.0,No,Express,No,36,UPI,Monthly,Middle-Aged,30
505,44,Other,Skirt,Clothing,5201,Saidapet,S,Navy,Summer,2.9,No,Express,Yes,19,Wallet,Fortnightly,Middle-Aged,14
506,49,Female,Leggings,Clothing,4365,Kodungaiyur,L,Brown,Winter,1.1,No,Standard,No,21,UPI,Weekly,Middle-Aged,7
507,43,Male,Scarf,Clothing,6398,Adyar,M,Olive,Spring,1.4,No,Free Shipping,Yes,6,Wallet,Weekly,Middle-Aged,7
508,64,Other,Shorts,Clothing,1366,Royapettah,XXL,Brown,Spring,3.6,No,Free Shipping,No,32,Cash,Fortnightly,Senior,14
509,16,Female,Leggings,Clothing,7290,Saidapet,S,Pink,Monsoon,1.7,No,Express,Yes,18,UPI,Weekly,Young Adult,7
510,35,Other,Sweater,Clothing,3269,Guindy,M,Gray,Festive,1.8,Yes,Express,Yes,0,Wallet,Weekly,Adult,7
511,64,Male,T-shirt,Clothing,9236,Ambattur,XS,Blue,Monsoon,4.7,Yes,Standard,No,28,Cash,Fortnightly,Senior,14
512,69,Female,Saree,Clothing,8808,Washermenpet,XXL,Maroon,Winter,2.4,Yes,Free Shipping,No,27,Net Banking,Fortnightly,Senior,14
513,69,Other,Hoodie,Clothing,6628,Egmore,XL,Orange,Monsoon,3.7,Yes,Free Shipping,Yes,36,Net Banking,Weekly,Senior,7
514,35,Other,Leggings,Clothing,7172,Guindy,XS,Blue,Monsoon,4.1,Yes,Express,Yes,6,Debit Card,Weekly,Adult,7
515,24,Male,Jeans,Clothing,5574,Thiruvanmiyur,XXL,Pink,Festive,3.3,Yes,Express,Yes,28,Credit Card,Occasionally,Young Adult,90
516,18,Female,Sweater,Clothing,9428,Chromepet,XS,Beige,Spring,1.8,Yes,Free Shipping,Yes,9,Debit Card,Weekly,Young Adult,7
517,43,Other,Kurti,Clothing,3637,Nungambakkam,S,Blue,Winter,3.5,No,Standard,Yes,27,UPI,Fortnightly,Middle-Aged,14
518,34,Female,Tracksuit,Clothing,1167,Perambur,M,Green,Festive,2.5,Yes,Free Shipping,No,8,Cash,Monthly,Adult,30
519,34,Other,Saree,Clothing,1427,Washermenpet,L,Purple,Summer,2.7,No,Standard,No,24,Wallet,Fortnightly,Adult,14
520,46,Female,Saree,Clothing,8172,Egmore,XS,Maroon,Winter,3.8,No,Express,Yes,9,Cash,Weekly,Middle-Aged,7
521,51,Female,Chinos,Clothing,3118,Guindy,XXL,Green,Festive,2.2,No,Free Shipping,No,27,Cash,Monthly,Middle-Aged,30
522,60,Other,Top,Clothing,5558,Adyar,XXL,Gray,Spring,1.9,Yes,Free Shipping,No,33,Wallet,Occasionally,Senior,90
523,20,Female,Blazer,Clothing,9073,Porur,XL,Brown,Monsoon,2.5,No,Express,No,24,Net Banking,Monthly,Young Adult,30
524,33,Female,Jeans,Clothing,1625,Anna Nagar,L,Navy,Spring,1.7,No,Express,Yes,21,Credit Card,Weekly,Adult,7
525,37,Male,Hoodie,Clothing,6791,Chromepet,M,Olive,Festive,4.4,No,Free Shipping,No,1,Net Banking,Monthly,Adult,30
526,68,Other,Skirt,Clothing,8978,Royapettah,L,Green,Festive,4.9,Yes,Standard,Yes,1,Cash,Fortnightly,Senior,14
527,41,Other,Tracksuit,Clothing,6116,T Nagar,S,Red,Spring,4.7,No,Standard,Yes,8,Debit Card,Occasionally,Adult,90
528,27,Male,Saree,Clothing,6510,Madipakkam,M,Purple,Spring,1.6,Yes,Standard,No,5,Credit Card,Weekly,Young Adult,7
529,57,Female,Skirt,Clothing,5186,Madipakkam,M,Gray,Spring,4.4,No,Standard,No,23,Credit Card,Weekly,Senior,7
530,67,Other,Shorts,Clothing,5144,Tambaram,XXL,Beige,Summer,1.7,No,Free Shipping,Yes,15,UPI,Fortnightly,Senior,14
531,68,Male,Kurti,Clothing,9509,Thiruvanmiyur,XS,Olive,Festive,3.2,Yes,Free Shipping,No,39,Wallet,Monthly,Senior,30
532,41,Female,Cap,Clothing,9858,Egmore,XL,Black,Monsoon,1.2,Yes,Express,No,28,Net Banking,Fortnightly,Adult,14
533,58,Female,Saree,Clothing,8179,Madipakkam,XXL,Black,Spring,3.2,Yes,Free Shipping,Yes,4,Cash,Occasionally,Senior,90
534,58,Male,Skirt,Clothing,9376,Saidapet,XL,Pink,Winter,3.4,No,Express,Yes,37,Cash,Weekly,Senior,7
535,42,Male,Shorts,Clothing,5313,Mylapore,L,Black,Summer,3.1,Yes,Free Shipping,No,15,Cash,Weekly,Adult,7
536,26,Male,Sweater,Clothing,6975,Tambaram,L,Gray,Festive,3.1,Yes,Standard,Yes,27,Net Banking,Monthly,Young Adult,30
537,47,Female,Hoodie,Clothing,4986,Guindy,L,Pink,Summer,3.4,Yes,Express,No,33,Wallet,Monthly,Middle-Aged,30
538,65,Other,Scarf,Clothing,2629,Adyar,XS,Teal,Spring,1.6,Yes,Free Shipping,No,28,Cash,Monthly,Senior,30
539,28,Other,Dress,Clothing,1370,Ambattur,L,Navy,Spring,2.2,No,Standard,Yes,31,Wallet,Occasionally,Young Adult,90
540,45,Other,Leggings,Clothing,5700,Madipakkam,XS,Pink,Winter,3.9,Yes,Free Shipping,No,18,UPI,Monthly,Middle-Aged,30
541,61,Male,Leggings,Clothing,5081,Guindy,M,Yellow,Summer,2.8,No,Free Shipping,No,12,Net Banking,Monthly,Senior,30
542,33,Other,Chinos,Clothing,4005,Thiruvanmiyur,XXL,Olive,Monsoon,3.5,Yes,Standard,No,3,Credit Card,Monthly,Adult,30
543,47,Female,Blazer,Clothing,6447,Ambattur,XS,Olive,Monsoon,3.9,Yes,Express,No,38,Cash,Fortnightly,Middle-Aged,14
544,28,Female,Pajamas,Clothing,6374,Royapettah,L,Brown,Winter,4.6,Yes,Express,Yes,19,Net Banking,Occasionally,Young Adult,90
545,67,Other,Scarf,Clothing,4193,Nungambakkam,XL,Orange,Winter,2.9,Yes,Free Shipping,No,30,UPI,Weekly,Senior,7
546,49,Female,Top,Clothing,4941,Kodungaiyur,XXL,Orange,Monsoon,4.0,No,Standard,Yes,3,Wallet,Fortnightly,Middle-Aged,14
547,54,Other,Dress,Clothing,7994,Perambur,XS,Green,Monsoon,4.8,No,Express,No,34,UPI,Monthly,Middle-Aged,30
548,54,Female,Leggings,Clothing,2382,Guindy,L,Maroon,Summer,4.6,No,Standard,No,26,Credit Card,Fortnightly,Middle-Aged,14
549,42,Male,Skirt,Clothing,4492,Thiruvanmiyur,S,Orange,Monsoon,3.6,No,Standard,Yes,5,Credit Card,Fortnightly,Adult,14
550,58,Male,Shorts,Clothing,8614,Washermenpet,XL,Blue,Winter,3.2,No,Standard,No,22,Debit Card,Occasionally,Senior,90
551,33,Other,Kurti,Clothing,5695,Egmore,L,White,Festive,4.6,No,Standard,Yes,13,Cash,Occasionally,Adult,90
552,55,Other,Top,Clothing,7858,Madipakkam,XL,White,Summer,2.9,Yes,Standard,Yes,32,Cash,Weekly,Middle-Aged,7
553,68,Female,Leggings,Clothing,7173,Guindy,XL,Olive,Monsoon,2.4,No,Standard,Yes,24,UPI,Occasionally,Senior,90
554,55,Female,Leggings,Clothing,8961,Royapettah,M,White,Spring,2.0,Yes,Free Shipping,No,16,Wallet,Fortnightly,Middle-Aged,14
555,33,Other,Formal Pants,Clothing,9073,Tambaram,L,Pink,Summer,2.1,Yes,Standard,No,15,Wallet,Weekly,Adult,7
556,62,Other,Jeans,Clothing,2382,Egmore,XL,Yellow,Spring,1.5,Yes,Standard,No,11,Wallet,Monthly,Senior,30
557,66,Female,Scarf,Clothing,9244,Madipakkam,S,Black,Spring,1.3,Yes,Standard,No,20,Cash,Monthly,Senior,30
558,37,Female,Pajamas,Clothing,7272,Ambattur,L,Green,Festive,1.3,No,Express,Yes,18,Credit Card,Monthly,Adult,30
559,56,Other,Tracksuit,Clothing,9120,Kodungaiyur,L,Olive,Summer,3.1,No,Standard,Yes,34,Net Banking,Weekly,Middle-Aged,7
560,37,Female,T-shirt,Clothing,3803,Madipakkam,XS,Maroon,Spring,1.1,No,Standard,No,1,Debit Card,Monthly,Adult,30
561,42,Other,Jeans,Clothing,7085,Perambur,XS,Blue,Spring,2.4,No,Standard,Yes,9,Net Banking,Fortnightly,Adult,14
562,42,Other,Hoodie,Clothing,4141,Anna Nagar,L,Gray,Monsoon,3.6,Yes,Free Shipping,Yes,30,Wallet,Fortnightly,Adult,14
563,48,Male,Top,Clothing,4468,Chromepet,XXL,Purple,Winter,1.9,Yes,Express,Yes,5,Debit Card,Monthly,Middle-Aged,30
564,57,Female,Blazer,Clothing,3497,Pallavaram,L,Teal,Spring,4.2,No,Free Shipping,Yes,21,Net Banking,Fortnightly,Senior,14
565,56,Male,Jeans,Clothing,4724,Pallavaram,L,Purple,Festive,3.9,No,Standard,No,20,Wallet,Fortnightly,Middle-Aged,14
566,27,Female,Hoodie,Clothing,2811,Nungambakkam,XS,Maroon,Summer,3.8,Yes,Express,No,2,Net Banking,Fortnightly,Young Adult,14
567,53,Female,Scarf,Clothing,6366,Perambur,M,Gray,Winter,2.1,Yes,Standard,Yes,29,Cash,Weekly,Middle-Aged,7
568,54,Other,Sweater,Clothing,8608,Chromepet,XXL,Black,Monsoon,3.1,Yes,Express,Yes,1,UPI,Weekly,Middle-Aged,7
569,17,Female,Dress,Clothing,4225,Egmore,S,Black,Festive,4.5,No,Free Shipping,Yes,27,Credit Card,Occasionally,Young Adult,90
570,28,Other,Jeans,Clothing,380,Egmore,XXL,Teal,Festive,3.9,Yes,Standard,No,5,Debit Card,Fortnightly,Young Adult,14
571,42,Other,Leggings,Clothing,9691,Adyar,XS,Black,Summer,2.8,No,Standard,Yes,6,Wallet,Weekly,Adult,7
572,21,Female,Chinos,Clothing,2223,Guindy,XXL,White,Summer,1.3,No,Free Shipping,No,14,Cash,Occasionally,Young Adult,90
573,49,Male,Jeans,Clothing,343,Guindy,XL,Pink,Monsoon,3.6,Yes,Free Shipping,Yes,25,Net Banking,Occasionally,Middle-Aged,90
574,26,Female,Hoodie,Clothing,8736,Washermenpet,XL,Gray,Winter,3.5,No,Express,Yes,10,Wallet,Fortnightly,Young Adult,14
575,17,Male,Hoodie,Clothing,607,Mylapore,L,Gray,Festive,4.3,Yes,Standard,No,33,Debit Card,Weekly,Young Adult,7
576,16,Female,Saree,Clothing,6973,Chromepet,L,Blue,Monsoon,2.3,Yes,Free Shipping,Yes,25,UPI,Weekly,Young Adult,7
577,22,Female,Cap,Clothing,632,Chromepet,XXL,Purple,Monsoon,4.7,No,Free Shipping,Yes,20,Debit Card,Occasionally,Young Adult,90
578,52,Other,Jeans,Clothing,9350,Saidapet,XS,Olive,Festive,4.5,No,Standard,Yes,30,Wallet,Fortnightly,Middle-Aged,14
579,40,Male,Pajamas,Clothing,4524,Perambur,XL,Blue,Summer,1.4,Yes,Express,Yes,38,Wallet,Weekly,Adult,7
580,16,Male,Kurti,Clothing,8441,Washermenpet,L,Black,Summer,3.7,Yes,Express,Yes,8,Net Banking,Fortnightly,Young Adult,14
581,59,Other,Top,Clothing,6177,Royapettah,S,Blue,Spring,3.1,No,Free Shipping,No,39,Wallet,Fortnightly,Senior,14
582,47,Other,Shirt,Clothing,3945,Tambaram,XS,Navy,Winter,3.2,Yes,Standard,No,26,UPI,Fortnightly,Middle-Aged,14
583,35,Male,Dress,Clothing,6325,Saidapet,XL,Black,Festive,4.0,No,Express,No,39,UPI,Fortnightly,Adult,14
584,66,Other,Kurti,Clothing,5487,Saidapet,XXL,Olive,Summer,2.6,No,Free Shipping,No,36,Debit Card,Fortnightly,Senior,14
585,30,Female,Jeans,Clothing,8811,Tambaram,M,Maroon,Monsoon,1.9,No,Express,No,32,UPI,Fortnightly,Adult,14
586,31,Male,Jacket,Clothing,8101,Anna Nagar,L,Olive,Festive,2.9,No,Standard,No,13,Credit Card,Monthly,Adult,30
587,22,Female,Pajamas,Clothing,2681,Chromepet,M,Beige,Summer,3.3,Yes,Express,Yes,38,Net Banking,Weekly,Young Adult,7
588,21,Other,Hoodie,Clothing,3878,Perambur,XS,Yellow,Winter,2.9,No,Standard,No,22,Credit Card,Weekly,Young Adult,7
589,17,Other,Shorts,Clothing,9743,Madipakkam,XS,Gray,Spring,2.0,No,Standard,Yes,34,Wallet,Weekly,Young Adult,7
590,48,Other,Shorts,Clothing,9895,Anna Nagar,XS,Olive,Monsoon,2.4,Yes,Standard,Yes,7,Credit Card,Fortnightly,Middle-Aged,14
591,68,Female,Pajamas,Clothing,9215,Ambattur,XS,Purple,Summer,2.7,No,Standard,No,7,Credit Card,Weekly,Senior,7
592,32,Female,Dress,Clothing,5751,Thiruvanmiyur,S,Teal,Winter,1.5,No,Free Shipping,Yes,10,UPI,Weekly,Adult,7
593,33,Other,Hoodie,Clothing,8346,Royapettah,XXL,Navy,Monsoon,4.4,No,Standard,No,34,Net Banking,Weekly,Adult,7
594,31,Female,Shirt,Clothing,867,Guindy,S,Brown,Winter,3.1,No,Free Shipping,No,1,Cash,Monthly,Adult,30
595,21,Other,Pajamas,Clothing,9707,Anna Nagar,XL,Navy,Festive,2.9,Yes,Free Shipping,Yes,14,UPI,Occasionally,Young Adult,90
596,31,Male,Cap,Clothing,6454,Guindy,XS,Pink,Spring,1.1,No,Express,Yes,4,Credit Card,Weekly,Adult,7
597,24,Male,Sweater,Clothing,4947,Royapettah,XL,Navy,Winter,3.0,Yes,Express,Yes,9,Debit Card,Fortnightly,Young Adult,14
598,28,Male,Scarf,Clothing,561,Washermenpet,XL,Olive,Monsoon,1.9,No,Express,No,3,Wallet,Monthly,Young Adult,30
599,54,Other,Sweater,Clothing,9838,Chromepet,S,Navy,Winter,2.8,Yes,Express,No,26,Cash,Monthly,Middle-Aged,30
